seq	kingdom	phylum	class	order	family	genus	species
seq_1391	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_2433	Animalia	Arthropoda	Arachnida	Sarcoptiformes	NA	NA	NA
seq_0439	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0699	Fungi	NA	NA	NA	NA	NA	NA
seq_0878	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2447	Fungi	NA	NA	NA	NA	NA	NA
seq_0693	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1481	Fungi	NA	NA	NA	NA	NA	NA
seq_2413	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_0443	NA	NA	NA	NA	NA	NA	NA
seq_2486	Animalia	NA	NA	NA	NA	NA	NA
seq_0595	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_0868	Fungi	NA	NA	NA	NA	NA	NA
seq_2415	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0925	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_0500	Animalia	NA	NA	NA	NA	NA	NA
seq_1655	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_2417	NA	NA	NA	NA	NA	NA	NA
seq_1993	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_0387	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2420	Fungi	NA	NA	NA	NA	NA	NA
seq_2421	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0449	Chromista	NA	NA	NA	NA	NA	NA
seq_0805	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0633	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1193	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2458	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0927	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2431	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2604	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_2430	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_0477	NA	NA	NA	NA	NA	NA	NA
seq_2453	NA	NA	NA	NA	NA	NA	NA
seq_0233	Animalia	Arthropoda	Arachnida	Sarcoptiformes	Acaridae	NA	NA
seq_1590	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2519	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2432	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1611	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0614	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0398	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0615	Animalia	NA	NA	NA	NA	NA	NA
seq_2436	Animalia	NA	NA	NA	NA	NA	NA
seq_0675	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0658	NA	NA	NA	NA	NA	NA	NA
seq_2564	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0451	Fungi	NA	NA	NA	NA	NA	NA
seq_2437	NA	NA	NA	NA	NA	NA	NA
seq_1282	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2455	Fungi	NA	NA	NA	NA	NA	NA
seq_2438	Fungi	NA	NA	NA	NA	NA	NA
seq_2442	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2441	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0915	NA	NA	NA	NA	NA	NA	NA
seq_0892	Chromista	NA	NA	NA	NA	NA	NA
seq_0646	Fungi	NA	NA	NA	NA	NA	NA
seq_0817	Fungi	NA	NA	NA	NA	NA	NA
seq_0560	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0736	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2445	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2446	Fungi	NA	NA	NA	NA	NA	NA
seq_0851	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2448	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0728	Fungi	NA	NA	NA	NA	NA	NA
seq_1439	NA	NA	NA	NA	NA	NA	NA
seq_0825	Fungi	NA	NA	NA	NA	NA	NA
seq_2450	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_0462	NA	NA	NA	NA	NA	NA	NA
seq_2454	Animalia	NA	NA	NA	NA	NA	NA
seq_0427	Fungi	NA	NA	NA	NA	NA	NA
seq_2663	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	NA	NA
seq_2466	NA	NA	NA	NA	NA	NA	NA
seq_2682	Animalia	NA	NA	NA	NA	NA	NA
seq_2460	Fungi	NA	NA	NA	NA	NA	NA
seq_2459	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1718	Fungi	NA	NA	NA	NA	NA	NA
seq_0475	NA	NA	NA	NA	NA	NA	NA
seq_2467	Animalia	NA	NA	NA	NA	NA	NA
seq_0650	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0479	Chromista	NA	NA	NA	NA	NA	NA
seq_2468	Animalia	NA	NA	NA	NA	NA	NA
seq_2479	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2474	Animalia	NA	NA	NA	NA	NA	NA
seq_2471	Protozoa	NA	NA	NA	NA	NA	NA
seq_1397	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_1214	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2513	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0611	NA	NA	NA	NA	NA	NA	NA
seq_1022	NA	NA	NA	NA	NA	NA	NA
seq_0575	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1051	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
seq_1796	Fungi	NA	NA	NA	NA	NA	NA
seq_2102	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
seq_2603	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2483	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2484	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1007	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0645	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0591	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_2487	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1194	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0932	Fungi	NA	NA	NA	NA	NA	NA
seq_0652	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2491	Fungi	NA	NA	NA	NA	NA	NA
seq_2492	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2723	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_0517	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_1777	Plantae	NA	NA	NA	NA	NA	NA
seq_2494	Fungi	NA	NA	NA	NA	NA	NA
seq_0979	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_0888	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0504	Animalia	NA	NA	NA	NA	NA	NA
seq_0509	Animalia	NA	NA	NA	NA	NA	NA
seq_0548	Fungi	NA	NA	NA	NA	NA	NA
seq_2497	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_2499	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_2644	Fungi	NA	NA	NA	NA	NA	NA
seq_0424	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2747	Plantae	NA	NA	NA	NA	NA	NA
seq_0818	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1672	Plantae	NA	NA	NA	NA	NA	NA
seq_1716	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_2675	Fungi	NA	NA	NA	NA	NA	NA
seq_0824	Animalia	NA	NA	NA	NA	NA	NA
seq_1784	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	NA	NA
seq_0540	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1782	Fungi	NA	NA	NA	NA	NA	NA
seq_0642	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2506	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
seq_0918	Animalia	NA	NA	NA	NA	NA	NA
seq_2511	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2678	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0632	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2516	Animalia	NA	NA	NA	NA	NA	NA
seq_0525	Chromista	NA	NA	NA	NA	NA	NA
seq_0541	Animalia	NA	NA	NA	NA	NA	NA
seq_0549	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_1093	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2579	Fungi	NA	NA	NA	NA	NA	NA
seq_0562	Animalia	NA	NA	NA	NA	NA	NA
seq_2525	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0717	Animalia	NA	NA	NA	NA	NA	NA
seq_0754	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2518	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2524	NA	NA	NA	NA	NA	NA	NA
seq_2521	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2523	Animalia	NA	NA	NA	NA	NA	NA
seq_0538	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_0542	Fungi	NA	NA	NA	NA	NA	NA
seq_2527	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0852	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2685	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1210	NA	NA	NA	NA	NA	NA	NA
seq_1579	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1107	Plantae	NA	NA	NA	NA	NA	NA
seq_0703	Animalia	NA	NA	NA	NA	NA	NA
seq_0860	Fungi	NA	NA	NA	NA	NA	NA
seq_2529	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_2530	Fungi	NA	NA	NA	NA	NA	NA
seq_0410	Fungi	NA	NA	NA	NA	NA	NA
seq_0576	Fungi	NA	NA	NA	NA	NA	NA
seq_0577	Fungi	NA	NA	NA	NA	NA	NA
seq_0550	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
seq_0707	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1765	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_1723	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	NA	NA
seq_1604	Fungi	NA	NA	NA	NA	NA	NA
seq_2533	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2598	Animalia	NA	NA	NA	NA	NA	NA
seq_2536	Animalia	NA	NA	NA	NA	NA	NA
seq_0557	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_0574	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0697	NA	NA	NA	NA	NA	NA	NA
seq_0789	Fungi	NA	NA	NA	NA	NA	NA
seq_2605	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0565	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_0563	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0731	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2554	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2538	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_2588	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_0580	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2541	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2540	Fungi	NA	NA	NA	NA	NA	NA
seq_0618	Fungi	NA	NA	NA	NA	NA	NA
seq_2625	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0767	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
seq_2546	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0607	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2548	Animalia	NA	NA	NA	NA	NA	NA
seq_1044	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2550	NA	NA	NA	NA	NA	NA	NA
seq_1255	Fungi	NA	NA	NA	NA	NA	NA
seq_1693	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_2553	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	NA	NA
seq_1339	Fungi	NA	NA	NA	NA	NA	NA
seq_2559	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0636	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0838	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0929	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_0775	Fungi	NA	NA	NA	NA	NA	NA
seq_2563	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0643	Fungi	NA	NA	NA	NA	NA	NA
seq_2562	Animalia	NA	NA	NA	NA	NA	NA
seq_2565	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2566	Fungi	NA	NA	NA	NA	NA	NA
seq_0748	Fungi	NA	NA	NA	NA	NA	NA
seq_2574	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0803	Fungi	NA	NA	NA	NA	NA	NA
seq_0584	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
seq_2792	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2577	Fungi	NA	NA	NA	NA	NA	NA
seq_0587	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0957	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0566	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1681	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0590	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2582	Fungi	NA	NA	NA	NA	NA	NA
seq_2584	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0534	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2824	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2620	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0547	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0593	Fungi	NA	NA	NA	NA	NA	NA
seq_0996	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2628	NA	NA	NA	NA	NA	NA	NA
seq_2589	Fungi	NA	NA	NA	NA	NA	NA
seq_0936	Fungi	NA	NA	NA	NA	NA	NA
seq_2593	Chromista	NA	NA	NA	NA	NA	NA
seq_0621	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_2592	Fungi	NA	NA	NA	NA	NA	NA
seq_2597	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2612	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0735	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0879	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2630	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_2599	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_2755	NA	NA	NA	NA	NA	NA	NA
seq_1488	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1042	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2600	NA	NA	NA	NA	NA	NA	NA
seq_2602	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_0778	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
seq_2606	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_2120	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	NA	NA
seq_0582	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2643	Animalia	NA	NA	NA	NA	NA	NA
seq_0641	Animalia	NA	NA	NA	NA	NA	NA
seq_0664	NA	NA	NA	NA	NA	NA	NA
seq_2609	Fungi	NA	NA	NA	NA	NA	NA
seq_0902	Fungi	NA	NA	NA	NA	NA	NA
seq_1720	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2616	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2690	Animalia	NA	NA	NA	NA	NA	NA
seq_0729	Animalia	NA	NA	NA	NA	NA	NA
seq_2617	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2692	Fungi	NA	NA	NA	NA	NA	NA
seq_2622	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2624	Fungi	NA	NA	NA	NA	NA	NA
seq_1351	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0622	Animalia	NA	NA	NA	NA	NA	NA
seq_0625	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2626	Animalia	NA	NA	NA	NA	NA	NA
seq_0742	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2627	Animalia	NA	NA	NA	NA	NA	NA
seq_0644	Animalia	NA	NA	NA	NA	NA	NA
seq_0628	Animalia	NA	NA	NA	NA	NA	NA
seq_0637	Animalia	NA	NA	NA	NA	NA	NA
seq_0670	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2632	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0899	NA	NA	NA	NA	NA	NA	NA
seq_1426	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_2640	NA	NA	NA	NA	NA	NA	NA
seq_2639	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2638	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0759	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1045	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1442	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	NA	NA
seq_2641	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1138	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0640	Fungi	NA	NA	NA	NA	NA	NA
seq_2646	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_0704	Fungi	NA	NA	NA	NA	NA	NA
seq_2645	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1955	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2647	Chromista	NA	NA	NA	NA	NA	NA
seq_0649	NA	NA	NA	NA	NA	NA	NA
seq_1228	Fungi	NA	NA	NA	NA	NA	NA
seq_2649	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1826	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
seq_1703	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1217	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0875	Fungi	NA	NA	NA	NA	NA	NA
seq_0488	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2655	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2722	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0647	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_2660	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
seq_1105	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_0763	Fungi	NA	NA	NA	NA	NA	NA
seq_0987	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0604	Fungi	NA	NA	NA	NA	NA	NA
seq_1098	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2662	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_2664	Animalia	NA	NA	NA	NA	NA	NA
seq_1324	Animalia	NA	NA	NA	NA	NA	NA
seq_1506	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_2665	Fungi	NA	NA	NA	NA	NA	NA
seq_0656	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0815	Fungi	NA	NA	NA	NA	NA	NA
seq_0863	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0761	Animalia	NA	NA	NA	NA	NA	NA
seq_1569	Fungi	NA	NA	NA	NA	NA	NA
seq_2669	Animalia	Arthropoda	Insecta	NA	NA	NA	NA
seq_0774	Fungi	NA	NA	NA	NA	NA	NA
seq_2673	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1032	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_2672	Fungi	NA	NA	NA	NA	NA	NA
seq_2671	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0740	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0745	NA	NA	NA	NA	NA	NA	NA
seq_0856	Animalia	NA	NA	NA	NA	NA	NA
seq_1504	Fungi	NA	NA	NA	NA	NA	NA
seq_2677	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0714	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
seq_0594	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_0668	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
seq_0688	Fungi	NA	NA	NA	NA	NA	NA
seq_0963	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
seq_1215	Fungi	NA	NA	NA	NA	NA	NA
seq_0920	Chromista	NA	NA	NA	NA	NA	NA
seq_1315	Fungi	NA	NA	NA	NA	NA	NA
seq_2681	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	NA	NA
seq_0783	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
seq_2684	Fungi	NA	NA	NA	NA	NA	NA
seq_1411	NA	NA	NA	NA	NA	NA	NA
seq_1048	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2686	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2687	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0830	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_2688	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1721	Fungi	NA	NA	NA	NA	NA	NA
seq_2983	Animalia	NA	NA	NA	NA	NA	NA
seq_1926	Chromista	NA	NA	NA	NA	NA	NA
seq_3022	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_1080	NA	NA	NA	NA	NA	NA	NA
seq_2691	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
seq_0684	Animalia	NA	NA	NA	NA	NA	NA
seq_0770	NA	NA	NA	NA	NA	NA	NA
seq_1192	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1057	NA	NA	NA	NA	NA	NA	NA
seq_1702	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2693	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_2804	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
seq_2695	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
seq_3225	Animalia	NA	NA	NA	NA	NA	NA
seq_0977	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1132	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0692	Protozoa	NA	NA	NA	NA	NA	NA
seq_1102	Fungi	NA	NA	NA	NA	NA	NA
seq_0832	Protozoa	NA	NA	NA	NA	NA	NA
seq_0698	Plantae	NA	NA	NA	NA	NA	NA
seq_1101	NA	NA	NA	NA	NA	NA	NA
seq_1688	Animalia	NA	NA	NA	NA	NA	NA
seq_2699	Fungi	NA	NA	NA	NA	NA	NA
seq_1269	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1075	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1293	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2703	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2702	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	NA	NA
seq_0581	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
seq_0705	Fungi	NA	NA	NA	NA	NA	NA
seq_0706	Fungi	NA	NA	NA	NA	NA	NA
seq_0975	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1033	NA	NA	NA	NA	NA	NA	NA
seq_2707	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2706	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_2708	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0872	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2709	Plantae	NA	NA	NA	NA	NA	NA
seq_0741	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2834	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2712	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0917	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0716	NA	NA	NA	NA	NA	NA	NA
seq_2713	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_0952	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0840	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
seq_1521	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1823	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2717	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0784	Fungi	NA	NA	NA	NA	NA	NA
seq_2771	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0744	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1017	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2720	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0802	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2718	Fungi	NA	NA	NA	NA	NA	NA
seq_2721	Fungi	NA	NA	NA	NA	NA	NA
seq_0725	Fungi	NA	NA	NA	NA	NA	NA
seq_1556	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0923	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
seq_0795	Fungi	NA	NA	NA	NA	NA	NA
seq_1010	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0837	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
seq_1571	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0734	Fungi	NA	NA	NA	NA	NA	NA
seq_0773	NA	NA	NA	NA	NA	NA	NA
seq_1072	Fungi	NA	NA	NA	NA	NA	NA
seq_2724	NA	NA	NA	NA	NA	NA	NA
seq_0806	Fungi	NA	NA	NA	NA	NA	NA
seq_2725	Fungi	NA	NA	NA	NA	NA	NA
seq_0737	Animalia	NA	NA	NA	NA	NA	NA
seq_1298	Fungi	NA	NA	NA	NA	NA	NA
seq_2727	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1603	Fungi	NA	NA	NA	NA	NA	NA
seq_2843	Animalia	NA	NA	NA	NA	NA	NA
seq_0788	Fungi	NA	NA	NA	NA	NA	NA
seq_0743	Animalia	Arthropoda	NA	NA	NA	NA	NA
seq_1387	NA	NA	NA	NA	NA	NA	NA
seq_1789	Fungi	NA	NA	NA	NA	NA	NA
seq_0746	Fungi	NA	NA	NA	NA	NA	NA
seq_1510	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0978	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_0790	Fungi	Basidiomycota	NA	NA	NA	NA	NA
seq_0811	Fungi	NA	NA	NA	NA	NA	NA
seq_2738	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_2735	Animalia	NA	NA	NA	NA	NA	NA
seq_2739	Fungi	Ascomycota	NA	NA	NA	NA	NA
seq_1225	Animalia	NA	NA	NA	NA	NA	NA
seq_2740	Fungi	NA	NA	NA	NA	NA	NA
